Vehicle Type,Public Vehicle Number,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,Address,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID
Taxi,4830,ACTIVE,TOYOTA,PRIUS,2021,WHITE,Hybrid,N,OZITO CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,"Masters Medallion Management, LLC",4830Taxi
Taxi,480,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,ASB & SONS TRANSPORTATION INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner-Operator,480Taxi
Taxi,2220,VIOLATION,TOYOTA,CAMRY,2013,WHITE/BLACK/STRIPES,Hybrid,N,VEL CAB CO,5623 N. BERNARD ST.,CHICAGO,IL,60659,Independent1,Owner-Operator,2220Taxi
Taxi,6296,VIOLATION,FORD,ESCAPE,2012,WHITE,Hybrid,N,CHICAGO POLO VII INC.,2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,6296Taxi
Taxi,5245,VIOLATION,TOYOTA,RAV4,2015,BLUE,Gasoline,N,TSION CAB CORP.,5416 N. BROADWAY,CHICAGO,IL,60640,24 Seven Taxi Affiliaton,Owner-Operator,5245Taxi
Pedicab,6,ACTIVE,PRECISION,NONE,2019,RED,Pedal,N,SECOND CITY TUK TUKS LLC,61 W. 15TH ST.,CHICAGO,IL,60605,,,6Pedicab
Pedicab,9,ACTIVE,MAINSTREET,NONE,2014,BLACK,Pedal,N,SECOND CITY TUK TUKS LLC,61 W. 15TH ST.,CHICAGO,IL,60605,,,9Pedicab
Taxi,5112,VIOLATION,DODGE,GRAND CARAVAN,2015,WHITE/BLUE,Flex Fuel,N,SPHAN RIDE INC.,5136 N. WESTERN AVE.,CHICAGO,IL,60625,Peace Taxi Assoc Inc,Owner Manager,5112Taxi
Livery,7720,ACTIVE,LINCOLN,NAVIGATOR,2021,BLACK,Gasoline,N,LUX SUPREME LLC,5016 W. GRACE ST.,CHICAGO,IL,60641,,,7720Livery
Taxi,3956,VIOLATION,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,LOYALTY TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner Manager,3956Taxi
Taxi,287,ACTIVE,TOYOTA,PRIUS,2015,BLUE/WHITE,Hybrid,N,KALOYAN B CO.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,Owner Manager,287Taxi
Charter Sightseeing,15982,INACTIVE,MERCEDES,SPRINTER,2014,BLACK,Gasoline,N,T & V TRANSPORTATION LLC.,8770 W. BRYN MAWR AVE.,CHICAGO,IL,60631,,,15982Charter Sightseeing
Livery,8282,ACTIVE,LINCOLN,MKZ,2017,BLACK,Gasoline,N,TEMPLAR VIP TRANSPORTATION LLC,55 E. MONROE ST.,CHICAGO,IL,60603,,,8282Livery
Livery,8223,INACTIVE,CHEVROLET,SUBURBAN,2019,BLACK,Gasoline,N,BLACK CAR LEASING INC.,3700 S. ASHLAND AVE.,CHICAGO,IL,60609,,,8223Livery
Taxi,2701,VIOLATION,TOYOTA,CAMRY,2014,WHITE/BLUE,Hybrid,N,PARS RIDE INCORPORATED,5136 N. WESTERN AVE.,CHICAGO,IL,60625,Peace Taxi Assoc Inc,Owner Manager,2701Taxi
Taxi,3015,SURRENDER,TOYOTA,CAMRY,2014,BLUE/WHITE,Hybrid,N,TANAKA TRANS CORP.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc.",3015Taxi
Livery,9498,ACTIVE,INFINITI,QX80,2016,BLACK,Gasoline,N,RAMON NORIEGA,4421 N. HARDING AVE.,CHICAGO,IL,60625,,,9498Livery
Livery,7626,ACTIVE,LINCOLN,NAVIGATOR,2018,BLACK,Gasoline,N,O'HARE MIDWAY TAXI AND LIMO SERVICE INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,7626Livery
Livery,8505,ACTIVE,LINCOLN,NAVIGATOR,2022,BLACK,Gasoline,N,EMPIRECHICAGO LLC,8770 W. BRYN MAWR AVE.,CHICAGO,IL,60631,,,8505Livery
Taxi,4630,VIOLATION,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,SFT CAB CORP,2738 W. FULTON ST.,CHICAGO,IL,60612,EXPIRED AFFILIATION,Owner Manager,4630Taxi
Taxi,1467,ACTIVE,TOYOTA,CAMRY,2017,BLACK,Hybrid,N,BAYARDOTOBAR INC,4244 W. 76TH ST.,CHICAGO,IL,60652,Independent1,Owner-Operator,1467Taxi
Livery,7779,ACTIVE,LINCOLN,MKT,2018,BLACK,Gasoline,N,IVORY TRANS INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,7779Livery
Charter Sightseeing,19139,ACTIVE,FORD,TRANSIT,2017,BLACK,Gasoline,N,ALL AMERICAN LIMOUSINE INC,9536 W. FOSTER AVE.,CHICAGO,IL,60656,,,19139Charter Sightseeing
Charter Sightseeing,7730,INACTIVE,FORD,EXCURSION,2004,WHITE,Gasoline,N,"Timeless Image Limousine, Inc.",224 E. 86TH ST.,CHICAGO,IL,60619,,,7730Charter Sightseeing
Taxi,3795,VIOLATION,FORD,FUSION,2014,GREEN,Hybrid,N,NECT 27 LLC,6500 N. WESTERN AVE.,CHICAGO,IL,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",3795Taxi
Taxi,1775,VIOLATION,VPG,MV-1,2012,WHITE,Compressed Natural Gas,Y,JULY CAB CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,1775Taxi
Taxi,2853,ACTIVE,TOYOTA,SIENNA,2021,YELLOW,Hybrid,N,EFFI JOE INC.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner-Operator,2853Taxi
Taxi,1003,ACTIVE,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,ON TIME CAB COMPANY,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner-Operator,1003Taxi
Livery,9107,ACTIVE,LINCOLN,NAVIGATOR,2019,BLACK,Gasoline,N,AHMED ALI,6442 N. BELL AVE.,CHICAGO,IL,60645,,,9107Livery
Ambulance,5577,INACTIVE,FORD,E350,2004,GREEN/WHITE/BLACK,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126,,,5577Ambulance
Taxi,1942,ACTIVE,TOYOTA,SIENNA,2018,WHITE,Gasoline,Y,"FLAZ LIMO AND TAXI, INC",9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,1942Taxi
Taxi,2564,ACTIVE,TOYOTA,RAV4,2019,YELLOW,Hybrid,N,DEB CAB CO,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner Manager,2564Taxi
Taxi,2819,ACTIVE,VPG,MV-1,2014,YELLOW,Gasoline,Y,PETE TAXI COMPANY LLC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner Manager,2819Taxi
Livery,9647,ACTIVE,GMC,YUKON XL,2019,BLACK,Gasoline,N,WALLI TRADING INCORPORATED,6352 N. AVERS AVE.,CHICAGO,IL,60659,,,9647Livery
Livery,8318,ACTIVE,LINCOLN,AVIATOR,2022,BLACK,Gasoline,N,D M LIMO INC.,380 E. 71ST ST.,CHICAGO,IL,60619,,,8318Livery
Livery,7710,ACTIVE,LINCOLN,NAVIGATOR,2017,BLACK,Gasoline,N,FAYHA LIMOUSINE CORPORATION,6703 N. SEELEY AVE.,CHICAGO,IL,60645,,,7710Livery
Taxi,2087,VIOLATION,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,TRIPLE A CAB CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,2087Taxi
Taxi,379,VIOLATION,FORD,ESCAPE,2012,GREEN,Hybrid,N,NECT 27 LLC,6500 N. WESTERN AVE.,CHICAGO,IL,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",379Taxi
Livery,9805,ACTIVE,CADILLAC,ESCALADE ESV,2022,BLACK,Gasoline,N,CHICAGO EXPRESS LIMO INC,5819 W. EDDY ST.,CHICAGO,IL,60634,,,9805Livery
Taxi,4364,SURRENDER,TOYOTA,SIENNA,2022,RED,Gasoline,N,AYELE DOH CORP.,6623 S. WASHTENAW AVE.,CHICAGO,IL,60629,Independent1,Owner-Operator,4364Taxi
Charter Sightseeing,13207,INACTIVE,BLUEBIRD,TRANSIT BUS,1998,WHITE,Gasoline,N,"ARIES CHARTER TRANSPORTATION, INC.",4525 W. GRENSHAW ST.,CHICAGO,IL,60624,,,13207Charter Sightseeing
Charter Sightseeing,22480,VIOLATION,FORD,TRANSIT,2020,BLACK,Gasoline,N,EMPIRE LIMOUSINE INC,5320 W. LAWRENCE AVE.,CHICAGO,IL,60630,,,22480Charter Sightseeing
Livery,7631,VIOLATION,CHEVROLET,SUBURBAN,2017,BLACK,Gasoline,N,JOHN H. GLENN,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,7631Livery
Livery,8368,ACTIVE,LINCOLN,NAVIGATOR,2021,BLACK,Gasoline,N,D M LIMO INC.,380 E. 71ST ST.,CHICAGO,IL,60619,,,8368Livery
Ambulance,5116,INACTIVE,,,,,Gasoline,N,"BLACKHAWK MEDICAL TRANSPORTATION, INC",8400 W. 183RD ST.,TINLEY PARK,IL,60477,,,5116Ambulance
Taxi,4535,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,RIFFAT & AZHAR TAXI INC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,4535Taxi
Charter Sightseeing,23038,VIOLATION,FREIGHTLINER,TROLLEY,2012,RED/GREEN,Gasoline,N,EMPIRE LIMOUSINE INC,5320 W. LAWRENCE AVE.,CHICAGO,IL,60630,,,23038Charter Sightseeing
Taxi,1605,SURRENDER,DODGE,CARAVAN,2016,WHITE,Flex Fuel,Y,ASCEND INVESTMENTS INCORPORATED,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,1605Taxi
Livery,7076,INACTIVE,FORD,EXPEDITION,2018,BLACK,Gasoline,N,BILAL INC,6325 N. MAGNOLIA AVE.,CHICAGO,IL,60660,,,7076Livery
Charter Sightseeing,13152,INACTIVE,FORD,E350,2008,WHITE,Gasoline,N,ARIES SHUTTLE CHICAGO LLC,621 S. KOLMAR AVE.,CHICAGO,IL,60624,,,13152Charter Sightseeing
Livery,8776,ACTIVE,FORD,EXPEDITION,2022,BLACK,Gasoline,N,MUHAMMAD  ASIF,4116 W. BELMONT AVE.,CHICAGO,IL,60641,,,8776Livery
Taxi,3178,VIOLATION,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,KAVALA TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner Manager,3178Taxi
Taxi,6698,VIOLATION,TOYOTA,PRIUS,2014,WHITE,Hybrid,N,BKS HACKING CHICAGO CORP.,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,DIS-AFFILIATED,Owner Manager,6698Taxi
Taxi,1644,VIOLATION,DODGE,CARAVAN,2016,WHITE,Flex Fuel,Y,GRASU CAB CORP.,220 N. LAFLIN ST.,CHICAGO,IL,60607,EXPIRED AFFILIATION,Owner Manager,1644Taxi
Livery,9908,ACTIVE,LINCOLN,NAVIGATOR,2017,BLACK,Gasoline,N,"BLUE CARS, INC",5528 N. MAJOR AVE.,CHICAGO,IL,60630,,,9908Livery
Charter Sightseeing,21398,VIOLATION,FREIGHTLINER,M LINE SHUTTLE BUS,2004,WHITE/RED,Gasoline,N,PREMIER TROLLEY INC,1900 N. AUSTIN AVE.,CHICAGO,IL,60639,,,21398Charter Sightseeing
Taxi,6218,VIOLATION,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,MODAN ENTERPRISE INC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,6218Taxi
Taxi,3874,VIOLATION,TOYOTA,COROLLA,2018,WHITE,Gasoline,N,DRAKE USA INC,3452 N. ELSTON AVE.,CHICAGO,IL,60618,Top Cab Association,Top Cab Corp.,3874Taxi
Taxi,6839,INACTIVE,FORD,CROWN VICTORIA,2004,WHITE,Gasoline,N,CITY OF CHICAGO BACP,2350 W. OGDEN AVE.,CHICAGO,IL,60608,DIS-AFFILIATED,,6839Taxi
Livery,7012,ACTIVE,LINCOLN,MKS,2016,BLACK,Gasoline,N,ECHO LIMOUSINE INC,3821 N. NARRAGANSETT AVE.,CHICAGO,IL,60634,,,7012Livery
Livery,7262,ACTIVE,CADILLAC,ESCALADE,2018,BLACK,Gasoline,N,O'HARE-MIDWAY LIMOUSINE SERVICE INC # 2,4610 N. CLARK ST.,CHICAGO,IL,60640,,,7262Livery
Livery,8121,ACTIVE,BMW,750XI,2016,BLACK,Gasoline,N,AMIRA 1 INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,8121Livery
Charter Sightseeing,7731,INACTIVE,INTL,300SER,2004,WHITE,Gasoline,N,"Timeless Image Limousine, Inc.",224 E. 86TH ST.,CHICAGO,IL,60619,,,7731Charter Sightseeing
Taxi,3759,VIOLATION,TOYOTA,CAMRY,2016,WHITE,Hybrid,N,ST. TROPEZ CAB CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,3759Taxi
Charter Sightseeing,22078,ACTIVE,FREIGHTLINER,S2 106,2013,WHITE,Gasoline,N,AVITAL PARTY BUS LLC,5455 N. SHERIDAN RD.,CHICAGO,IL,60640,,,22078Charter Sightseeing
Taxi,668,VIOLATION,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,DADA EXPRESS INC II,4118 W. LAWRENCE,CHICAGO,IL,60630,DIS-AFFILIATED,Owner Manager,668Taxi
Taxi,5043,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,SUNG HEE CAB CO.,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,Globe Taxi Association Inc,Owner-Operator,5043Taxi
Charter Sightseeing,22079,ACTIVE,FREIGHTLINER,M2,2007,WHITE,Gasoline,N,AVITAL PARTY BUS LLC,5455 N. SHERIDAN RD.,CHICAGO,IL,60640,,,22079Charter Sightseeing
Livery,7629,ACTIVE,LINCOLN,NAVIGATOR,2019,BLACK,Gasoline,N,FAUS LLC,6320 N. TALMAN AVE.,CHICAGO,IL,60659,,,7629Livery
Taxi,2262,VIOLATION,TOYOTA,PRIUS,2013,WHITE/BLUE/STRIPES,Hybrid,N,PIRWANI INC,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,Blue Ribbon Assn Inc,Owner Manager,2262Taxi
Charter Sightseeing,161179,INACTIVE,INTL,KRYSTAL KK28 BUS,2007,WHITE,Gasoline,N,ACCESS GRANTED CHICAGO INC.,8601 S. YATES BLVD.,CHICAGO,IL,60617,,,161179Charter Sightseeing
Livery,8646,ACTIVE,CHEVROLET,SUBURBAN,2018,BLACK,Gasoline,N,JORGE SINCHI,4430 N. CICERO AVE.,CHICAGO,IL,60630,,,8646Livery
Taxi,894,VIOLATION,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,LINCOLNSHIRE SERVICE CORP.,3801 N. ELSTON AVE.,CHICAGO,IL,60618,EXPIRED AFFILIATION,Owner Manager,894Taxi
Taxi,630,ACTIVE,TOYOTA,RAV4,2017,BLACK,Hybrid,N,EBOSEREMENOJ LLC,5446 N. KENMORE AVE.,CHICAGO,IL,60640,Independent1,Owner-Operator,630Taxi
Medicar,6900,INACTIVE,FORD,E150,2009,WHITE,Gasoline,N,"SPECIALTY NEEDS TRANSPORTATION, INC.",8400 W. 183RD PL.,TINLEY PARK,IL,60487,,,6900Medicar
Taxi,6474,SURRENDER,TOYOTA,SIENNA,2021,GRAY,Hybrid,Y,ZAINOBA INC,2532 W. WARREN BLVD.,CHICAGO,IL,60612,INDEPENDENT4,Owner-Operator,6474Taxi
Taxi,1599,ACTIVE,TOYOTA,CAMRY,2015,WHITE,Gasoline,N,"FEEBI TRANS, INC",5765 N. LINCOLN AVE.,CHICAGO,IL,60659,Independent1,Owner-Operator,1599Taxi
Taxi,5721,ACTIVE,TOYOTA,CAMRY,2016,WHITE,Hybrid,N,LOMBARD CAB CO INC,2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner Manager,5721Taxi
Taxi,6710,VIOLATION,TOYOTA,PRIUS,2014,BLUE,Hybrid,N,PERM HACKING CORP.,5416 N. BROADWAY ST.,CHICAGO,IL,60640,24 Seven Taxi Affiliaton,Owner Manager,6710Taxi
Ambulance,5546,INACTIVE,FORD,AMBULANCE,2001,WHITE/RED,Gasoline,N,"BLACKHAWK MEDICAL TRANSPORTATION, INC",8400 W. 183RD ST.,TINLEY PARK,IL,60477,,,5546Ambulance
Charter Sightseeing,16922,INACTIVE,BOYERTOWN,TROLLEY,1985,RED/WHITE,Gasoline,N,PREMIER TROLLEY INC,1900 N. AUSTIN AVE.,CHICAGO,IL,60639,,,16922Charter Sightseeing
Taxi,5141,VIOLATION,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,TYTM TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner Manager,5141Taxi
Taxi,3822,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,THE HIGHSIERRA INC,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,Globe Taxi Association Inc,Owner-Operator,3822Taxi
Taxi,1272,SURRENDER,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,SINGH TAXI CO,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner-Operator,1272Taxi
Livery,8537,ACTIVE,LINCOLN,NAVIGATOR,2022,BLACK,Gasoline,N,KNIGHT LIMO SERVICE INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,8537Livery
Livery,8406,ACTIVE,CHEVROLET,SUBURBAN,2019,BLACK,Gasoline,N,OUR TOWN LIMO LLC,6166 N. SHERIDAN RD.,CHICAGO,IL,60660,,,8406Livery
Taxi,1285,SURRENDER,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,"ST & MT,  INC",2601 W. PETERSON AVE.,CHICAGO,IL,60659,DIS-AFFILIATED,Owner Manager,1285Taxi
Taxi,2169,ACTIVE,TOYOTA,PRIUS,2014,GRAY/WHITE,Hybrid,N,KIMBERLY TAXI CO,7405 N. WESTERN AVE.,CHICAGO,IL,60645,Choice Taxi Association Inc,Choice Taxi Association,2169Taxi
Taxi,2488,VIOLATION,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,A & Y CAB COMPANY,5200 N. OTTO AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,2488Taxi
Taxi,4777,ACTIVE,TOYOTA,CAMRY,2014,YELLOW,Hybrid,N,CHATHA ENTERPRISES INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,"Sun Financial Services, Inc.",4777Taxi
Livery,9932,ACTIVE,CHEVROLET,SUBURBAN,2018,BLACK,Gasoline,N,LUCKY LIVERY INC,5905 S. KEDZIE AVE.,CHICAGO,IL,60629,,,9932Livery
Livery,8183,ACTIVE,LINCOLN,NAUTILUS,2022,BLACK,Gasoline,N,D M LIMO INC.,380 E. 71ST ST.,CHICAGO,IL,60619,,,8183Livery
Taxi,4195,VIOLATION,NISSAN,ALTIMA,2011,BLUE,Hybrid,N,IMOLA TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,NORTHSTAR AFFILIATION,Star North Management LLC,4195Taxi
Medicar,13633,INACTIVE,DODGE,GRAND CARAVAN,2011,SILVER,Compressed Natural Gas,N,"SCR MEDICAL TRANSPORTATION, INC.",8801 S. GREENWOOD AVE.,CHICAGO,IL,60619,,,13633Medicar
Taxi,2296,VIOLATION,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,"LABBAIQ 1, INC",5200 N. OTTO AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,2296Taxi
Taxi,739,SURRENDER,FORD,ESCAPE,2012,WHITE,Flex Fuel,N,MEDALLION FUNDING CHICAGO CORP IV,4536 N. ELSTON AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Star North Management LLC,739Taxi
Taxi,1250,ACTIVE,TOYOTA,CAMRY,2019,WHITE,Hybrid,N,ARBAZ ALINA INC,2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner Manager,1250Taxi
Charter Sightseeing,22081,ACTIVE,FREIGHTLINER,M2,2007,WHITE,Gasoline,N,AVITAL PARTY BUS LLC,5455 N. SHERIDAN RD.,CHICAGO,IL,60640,,,22081Charter Sightseeing
Livery,7769,ACTIVE,FORD,EXPEDITION,2022,BLACK,Gasoline,N,OZBIR INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,7769Livery
Taxi,5504,ACTIVE,TOYOTA,PRIUS,2011,GRAY,Hybrid,N,ALAHAD TAXI CORP,2532 W. WARREN BLVD.,CHICAGO,IL,60612,Independent1,Owner-Operator,5504Taxi
Taxi,6774,VIOLATION,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,RULE CAB CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656,EXPIRED AFFILIATION,Owner Manager,6774Taxi
Charter Sightseeing,16895,ACTIVE,FORD,650,2015,WHITE,Gasoline,N,LIMOTAINMENT LLC,1139 W. WOLFRAM ST.,CHICAGO,IL,60657,,,16895Charter Sightseeing
Taxi,3875,ACTIVE,TOYOTA,PRIUS,2018,WHITE,Hybrid,N,"ELEVEN STAR, INC",2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner-Operator,3875Taxi
Charter Sightseeing,22082,ACTIVE,FREIGHTLINER,M2 106,2012,WHITE,Gasoline,N,AVITAL PARTY BUS LLC,5455 N. SHERIDAN RD.,CHICAGO,IL,60640,,,22082Charter Sightseeing
Taxi,2412,ACTIVE,FORD,ESCAPE,2012,WHITE,Hybrid,N,2412 CAB CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner-Operator,2412Taxi
Taxi,3801,VIOLATION,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,3RD AVENUE TAXI CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,3801Taxi
Livery,7089,ACTIVE,GMC,YUKON XL,2022,BLACK,Gasoline,N,BELGIKI LOGISTICS INC.,5748 N. SPAULDING AVE.,CHICAGO,IL,60659,,,7089Livery
Taxi,2845,VIOLATION,TOYOTA,CAMRY,2015,WHITE,Hybrid,N,JESSICA CAB CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,2845Taxi
Taxi,343,VIOLATION,FORD,ESCAPE,2012,WHITE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP,2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,343Taxi
Livery,9139,ACTIVE,LINCOLN,CONTINENTAL,2020,BLACK,Gasoline,N,KRASTEV ENTERPRISES LLC,4876 N. CLARK ST.,CHICAGO,IL,60640,,,9139Livery
Charter Sightseeing,22083,ACTIVE,FREIGHTLINER,M2 106,2013,WHITE,Gasoline,N,AVITAL PARTY BUS LLC,5455 N. SHERIDAN RD.,CHICAGO,IL,60640,,,22083Charter Sightseeing
Taxi,2774,ACTIVE,TOYOTA,PRIUS,2013,BLUE/WHITE,Hybrid,N,RELAX CAB CO INC,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,Owner-Operator,2774Taxi
Ambulance,5719,INACTIVE,FORD,E350,2010,,Gasoline,N,"MIDWEST MEDICAL SERVICE, INC.",5567 N. ELSTON AVE.,CHICAGO,IL,60630,,,5719Ambulance
Taxi,3655,VIOLATION,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,"LINCOLNSHIRE SERVICE II, CORP.",3801 N. ELSTON AVE.,CHICAGO,IL,60618,EXPIRED AFFILIATION,Owner Manager,3655Taxi
Taxi,5794,ACTIVE,TOYOTA,SIENNA,2017,WHITE,Gasoline,Y,FNB CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner-Operator,5794Taxi
Charter Sightseeing,9993,INACTIVE,FORD,E350,2003,WHITE,Gasoline,N,Always Medical Carrier Inc,6160 N. CICERO AVE.,CHICAGO,IL,60646,,,9993Charter Sightseeing
Taxi,3077,ACTIVE,TOYOTA,SIENNA,2022,YELLOW,Hybrid,N,MA & A INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner-Operator,3077Taxi
Taxi,6210,SURRENDER,TOYOTA,PRIUS,2013,BLUE/WHITE,Hybrid,N,MEGABIT 15 INC,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc.",6210Taxi
Livery,8640,ACTIVE,CHEVROLET,SUBURBAN,2019,BLACK,Gasoline,N,"CLICK DEVELOPMENT, LLC",427 E. 48TH ST.,CHICAGO,IL,60615,,,8640Livery
Livery,8584,ACTIVE,CADILLAC,ESCALADE,2019,BLACK,Gasoline,N,PRIVATE LIMO INC,1508 W. PRATT BLVD.,CHICAGO,IL,60626,,,8584Livery
Livery,7818,INACTIVE,LINCOLN,NAVIGATOR,2020,BLACK,Gasoline,N,USA LIMO GROUP INC,6428 N. FRANCISCO AVE.,CHICAGO,IL,60645,,,7818Livery
Livery,7828,INACTIVE,CADILLAC,XTS,2013,BLACK,Gasoline,N,NODIRBEK J DAVRONOV,2763 NW. KOSTNER AVE.,CHICAGO,IL,60639,,,7828Livery
Charter Sightseeing,18081,VIOLATION,FREIGHTLINER,TROLLEY,1998,RED,Gasoline,N,PREMIER TROLLEY INC,1900 N. AUSTIN AVE.,CHICAGO,IL,60639,,,18081Charter Sightseeing
Livery,8678,ACTIVE,LINCOLN,NAVIGATOR,2019,BLACK,Gasoline,N,VETREX CORPORATION,1245 N. CLYBOURN AVE.,CHICAGO,IL,60610,,,8678Livery
Taxi,5830,VIOLATION,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,R & A EXPRESS INC.,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,DIS-AFFILIATED,Owner-Operator,5830Taxi
Taxi,5198,ACTIVE,TOYOTA,PRIUS,2017,WHITE,Hybrid,N,"CHITTRANJAN TRANS, INC",2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner-Operator,5198Taxi
Taxi,2423,VIOLATION,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,DHANOA CORPORATION,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,2423Taxi
Taxi,644,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,CHICAGO MEDALLION SEVEN LLC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Chicago Taxicab Management Inc.,644Taxi
Taxi,2837,ACTIVE,TOYOTA,SIENNA,2019,WHITE,Gasoline,Y,"WALTER TRANS, INC.",9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner-Operator,2837Taxi
